num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
10975,US,"This Syrah is considerably lighter in body than you'd expect for a variety that's often heavy and full bodied. It has the silkiness of a Pinot Noir, and it's dry and complex in wild berry, leather, black pepper and cedar flavors. It shows lots of elegance throughout, and could even pick up bottle notes over the next six years.",Morehouse Vineyard,90,50,Santa Ynez Valley,Central Coast,Carr 2009 Morehouse Vineyard Syrah (Santa Ynez Valley),Syrah,Carr,34.422546,-119.6875745
10976,France,"This négociant's top cuvée of Saint-Joseph has vibrant mixed berry notes that pick up lovely hints of licorice and garrigue, then turn chocolaty and velvety on the finish. Nicely done all the way around, with a drinking window extending from now through 2017.",Les Archevêques,90,42,Saint-Joseph,,Les Vins de Vienne 2009 Les Archevêques  (Saint-Joseph),Syrah,Les Vins de Vienne,45.4320509,4.7527245
11070,US,"Mike Sinor's lighter take on Syrah from his new coastal vineyard is refreshing though not quite as inviting as the Black Label. Black cherry, white sage and spearmint notes entice the nose, before the palate breathes in tart elderberries and black pepper, presented with tight tannins and brisk acidity.",White Label Bassi VIneyard,89,45,San Luis Obispo County,Central Coast,Sinor-LaVallee 2013 White Label Bassi VIneyard Syrah (San Luis Obispo County),Syrah,Sinor-LaVallee,35.1802729,-120.7352523
11167,Argentina,"Mocha and chocolate welcome you in, but once you get in there isn't much to taste. There's generic red fruit, spice and leather, but the wine seems acidified and on the razor's edge. Not overly generous and the mouthfeel is sheering.",Cruz Alta Reserve,84,13,Mendoza,,Bodegas Escorihuela 2005 Cruz Alta Reserve Syrah (Mendoza),Syrah,Bodegas Escorihuela,-32.9124778,-68.8430699
11192,US,"Va Piano has introduced a stellar series of single-vineyard Syrahs. But if you had to pick just one, it would have to be this massive, beautifully structured bottle from Les Collines vineyard. Concentrated boysenberry fruit leads into a firm, sleek, subtle wine with even deeper flavors of black cherry, chocolate, espresso and baking spices.",Les Collines,95,65,Walla Walla Valley (WA),Columbia Valley,Va Piano 2011 Les Collines Syrah (Walla Walla Valley (WA)),Syrah,Va Piano,46.003999,-118.371124
11195,France,"This special wine begins with stunning aromas of cedar, roasted meat and ripe raspberries, then adds savory notes of espresso and black olives to create a harmonious blend of fruity and savory elements. It's full bodied yet supple, with a long, fruit-filled finish. Already enjoyable, it should age well for at least 10 years.",Les Chirats de Saint-Christophe,95,120,Hermitage,,Les Vins de Vienne 2010 Les Chirats de Saint-Christophe  (Hermitage),Syrah,Les Vins de Vienne,45.4320509,4.7527245
11200,US,"Almost jet black, this single-vineyard reserve sports marvelously complex aromas of smoked meat and dark fruits. Those perfectly ripened and layered berry, black cherry and cassis flavors are wrapped in slightly smoky, super-smooth tannins.",Les Collines,94,65,Walla Walla Valley (WA),Columbia Valley,Va Piano 2012 Les Collines Syrah (Walla Walla Valley (WA)),Syrah,Va Piano,46.003999,-118.371124
11213,US,"This wine starts out quite reductive, while also showing aromas of black olive, herbs and chocolate. It's full bodied in feel with abundant dark fruit flavors that show persistence. There are good things here but the aromas and flavors seem disconnected.",,88,35,Columbia Valley (WA),Columbia Valley,Pomum 2012 Syrah (Columbia Valley (WA)),Syrah,Pomum,47.761911,-122.149475
11219,Italy,"Earthy aromas of tilled soil, bell pepper, ripe plum and a whiff of barnyard waft out of the glass. The palate is a bit rustic, displaying fig, ground black pepper, graphite and a gamey note alongside velvety tannins. Drink soon.",Principe,88,30,Cortona,,Stefania Mezzetti 2012 Principe Syrah (Cortona),Syrah,Stefania Mezzetti,43.2113055,12.008831
11230,Italy,"Aromas of mature black fruit, blue flower, kitchen spice and a whiff of aromatic herb lead the nose on this savory wine. The smooth, easygoing palate doles out black cherry, plum, white pepper and a hint of anise alongside fresh acidity and polished tannins. Enjoy now.",Amato,88,13,Cortona,,Giannoni Fabbri 2010 Amato Syrah (Cortona),Syrah,Giannoni Fabbri,43.2574965,11.9991807
11253,Chile,"This is rustic, with notes of roasted berry, smoked meat, leather and dried cheese on the bouquet. It feels tannic and pushy, with herbal, wild flavors of dark berry, herb and roasted meat. Slightly warm and herbal, the finish lasts.",El Olivar Alto Single Vineyard,88,25,,,Viu Manent 2009 El Olivar Alto Single Vineyard Syrah (Colchagua Valley),Syrah,Viu Manent,-34.6499872,-71.3086612
11324,US,"Tarry, savory notes of dried beef, soy, charred lamb and underlying blackberry combine for a nose that screams umami. The palate carries a similar effect of grilled, lavender-covered lamb shank, black peppercorns and black sesame.",,93,35,Santa Ynez Valley,Central Coast,Pace 2013 Syrah (Santa Ynez Valley),Syrah,Pace,38.2472219,-122.0649485
11332,US,"Fermented 40% whole cluster in concrete cubes, this stunning wine provides intensely pure aromas of red and black fruit, flowers and herbs. The dark-fruit flavors are exquisite and fresh with an extended finish.",McKinley Springs Vineyard,93,30,Horse Heaven Hills,Columbia Valley,Syncline 2013 McKinley Springs Vineyard Syrah (Horse Heaven Hills),Syrah,Syncline,45.718115,-121.3319
11416,US,"Perfumed and floral, crisp and modulated in acidity, this is an exuberant expression of the variety. Ample acidiy and cherry and orange flavors unfold on the palate, followed by a brisk finish that's laced in spicy nuance.",Estate Vineyard Rosé of,91,24,Knights Valley,Sonoma,Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),Syrah,Lawer,38.5771417,-122.5798625
11477,New Zealand,"Think Crozes-Hermitage and you'll have a reasonable idea of what this wine is about: White pepper and cherry aromas and flavors, medium body without being overly rich or textured and a crisp, peppery finish. Drink it over the next couple of years with burgers and the like.",,87,16,,,Mission Estate 2010 Syrah (Hawke's Bay),Syrah,Mission Estate,-39.5173313,176.8456982
11504,US,"This is a bold, vital young Syrah. It's from the Santa Ynez Valley, although you'd never know that from the label, and shows that region's affinity for producing superior Syrah, when the farming is good. The wine is full-bodied and fairly high in alcohol, with rich, intricate blackberry, black currant, licorice, bacon, baker's chocolate and black pepper flavors. Delicious now, and will evolve over the next six years.",Ballard Canyon Estate Reserve,92,36,Santa Barbara County,Central Coast,Rusack 2010 Ballard Canyon Estate Reserve Syrah (Santa Barbara County),Syrah,Rusack,34.6376436,-120.1418336
11530,US,"Soft in the mouth, with a somewhat simple structure, this Syrah's main virtue is flavor. It's enormously rich in ripe blackberry- and cherry-pie filling, cola, licorice, mint, chocolate, bacon and pepper flavors, and is fully dry.",Canterbury Vineyard,86,26,Sierra Foothills,Sierra Foothills,Bell 2007 Canterbury Vineyard Syrah (Sierra Foothills),Syrah,Bell,38.3906149,-122.3447481
11556,US,"Savory aromas of black pepper, teriyaki-glazed steak, charcoal and elderberry jam converge for a compelling nose on this bottling. There is a strong soy richness to the sip, with grilled black plums and alder smoke flavors. It's the perfect barbecue wine.",Steinbeck Vineyard,91,28,Paso Robles,Central Coast,Eberle 2015 Steinbeck Vineyard Syrah (Paso Robles),Syrah,Eberle,35.6498338,-120.6281877
11568,US,"Orange peel, fresh flower, black olive, moist earth and tire rubber aromas lead to intense, palate-coating fruit flavors in this Syrah. It doesn't seem to have fully blossomed yet but has all of the stuffing to suggest a long life ahead, with floral accents on the finish.",The Stones Speak Funk Estate Vineyard,91,55,Walla Walla Valley (WA),Columbia Valley,Saviah 2014 The Stones Speak Funk Estate Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Saviah,46.005077,-118.382599
11604,US,"Blended with 10% Malbec, this has notes of Maraschino cherry, red vines, and Band-Aid. The tannins are dry and gruff; the concentration is wanting.",,83,22,Rogue Valley,Southern Oregon,Silvan Ridge 2008 Syrah (Rogue Valley),Syrah,Silvan Ridge,43.9569919,-123.2644798
11632,US,"The aromas are extremely tight on this bottling, even after hour so being opened, with just the hint of black plum emergent. Chewy tannins show most strongly on the sip, which is also so restrained that not much more than dark fruit and dense coffee shows.",Estate Reserve,85,22,Paso Robles,Central Coast,San Simeon 2012 Estate Reserve Syrah (Paso Robles),Syrah,San Simeon,35.6436259,-121.1917238
11736,US,"A rich, dry wine, soft and velvety in tannins. It feels satisfying all the way through. Not super-big in fruit, but nuanced, offering layers of blackberries, currants, dark chocolate, herbs, leather and pepper. One of the finer Syrahs to come out of the Sierra Foothills this year. Ready now.",,89,21,Shenandoah Valley (CA),Sierra Foothills,Kendric 2007 Syrah (Shenandoah Valley (CA)),Syrah,Kendric,37.984056,-122.563304
11788,Chile,"Cherry, violet and herbal aromas introduce a tangy, angular palate with sharp acidity. Quick-hitting, fresh flavors of pie cherry, red currant and raspberry finish grabby, with scouring acidity. Drink through 2020.",Lucero,87,20,,,Kingston Family 2013 Lucero Syrah (Casablanca Valley),Syrah,Kingston Family,-33.317081,-71.460571
11831,Australia,"A thread of dusty mushroom underlies some pretty raspberry and cream notes in this full-bodied Shiraz, adding an astringent note to the finish. Drink now–2025.",The Amaranthine Single Vineyard,88,85,McLaren Vale,,D'Arenberg 2010 The Amaranthine Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg,-35.1972164,138.5511368
11874,Australia,"Yalumba has been pushing the organic envelope in recent years, and this Shiraz is a winner. It's full bodied and supple nearly to the point of creaminess, but delivers mixed berry, vanilla and baking-spice flavors, all with a certain amount of elegance. Drink now–2022.",Made With Organic Grapes,90,18,South Australia,,Yalumba 2015 Made With Organic Grapes Shiraz (South Australia),Shiraz,Yalumba,-34.5131355,139.0565116
11910,France,"Like the La Louvée, this wine is plummy and superripe, wrapped in toasty, cedary oak. It's savory as well, with meaty notes carried along by waves of richness. The finish is lined with mouthcoating tannins, suggesting a few years of cellaring are warranted. Drink 2018–2030.",Les Ruchets,92,85,Cornas,,Jean-Luc Colombo 2011 Les Ruchets  (Cornas),Syrah,Jean-Luc Colombo,44.9611044,4.8499628
11953,US,"Smooth and supple, almost silky, this dense and delightful Syrah begins with a smoky, meaty run of sweet cherry and berry flavors, then quickly adds interesting nuances of herb and leaf and earth. The cherry fruit triumphs, along with cut tobacco and a whiff of clove, as it weaves through a long finish.",Heritage,91,45,Yakima Valley,Columbia Valley,Olsen Estates 2008 Heritage Syrah (Yakima Valley),Syrah,Olsen Estates,46.2204125,-119.7785282
11993,Chile,"Black-fruit aromas are matched and ultimately outweighed by oak-based chocolate and vanilla. This feels grabby and rubbery, with oaky flavors of plum, raspberry and vanilla. A creamy, resiny finish with chocolate and spice flavors wraps things up.",Sepia Reserva,85,12,,,Vistamar 2011 Sepia Reserva Syrah (Cachapoal Valley),Syrah,Vistamar,40.849284,-73.649021
12008,US,"Big, rich and extracted, this Syrah is a bit heavy and ponderous now. It shows soft flavors of melted blackberry jam, plum liqueur, dark chocolate, grilled meat and smoky oak, liberally dusted with black pepper. Fancy, but could use through 2009 to knit together.",Dutton Ranch Cherry Ridge Vineyard,92,40,Russian River Valley,Sonoma,Dutton Estate 2006 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley),Syrah,Dutton Estate,38.444829,-122.865102
12084,US,"A vigorous, aggressive Syrah, this is full bodied and tannic, and it deals assertive blackberry, cherry, currant and sandalwood flavors.",Zabala Vineyard,86,28,Arroyo Seco,Central Coast,Mercy 2009 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy,35.8870921,-78.6662691
12121,US,"An excellent effort, this deserves its “limited” designation, and not just because it's a three-barrel selection. Dense raspberry and black cherry anchor a substantial wine with plenty of well-ripened tannins. Spending 22 months in one-quarter new French oak adds streaks of dark chocolate and espresso. The acid-tannin balance is spot-on.",Limited Edition Winemaker Series,90,63,Applegate Valley,Southern Oregon,Sweet Cheeks 2014 Limited Edition Winemaker Series Syrah (Applegate Valley),Syrah,Sweet Cheeks,43.9566698,-123.2791353
12125,US,"This is an intriguing offering, with aromas of crushed flower, herb, orange peel, blue fruit and wet stone. The palate is loaded with fruit and savory flavors that show a delicate styling. The balance is downright impressive.",,90,17,Columbia Valley (WA),Columbia Valley,Barnard Griffin 2015 Syrah (Columbia Valley (WA)),Syrah,Barnard Griffin,46.2547276,-119.2989596
12148,US,"Herb aromas mix with notes of blue and black fruit and sweet barrel spices on the nose, showing smoked meat in the background. The dark fruit flavors are broad in feel and linger on the finish.",Stakes Race,91,45,Columbia Valley (WA),Columbia Valley,Love That Red 2013 Stakes Race Syrah (Columbia Valley (WA)),Syrah,Love That Red,47.7695496,-122.1516992
